Date,Weighted_bitcoin_price,Volume,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum
4/2/18,8704.7,1034503.221,21350204286,842407,2000,257504,2.60308E+12,9.06,958757,150.84,3579156.722,1345.29,60.37,1.251,47413,93008,2217689.23
5/2/18,7586.83,1458177.431,12760619509,854261,2100,235750,2.60308E+12,8.58,941325,130.46,6251264.51,1340.22,65.45,1.2463,52986,102640,1462040.858
6/2/18,7176.18,813655.7971,8255392455,714666,1975,194733,2.60308E+12,8.98,916728,144.59,4756041.441,1340.22,61.25,1.2463,44264,76444,924730.4581
7/2/18,7780.67,812612.7062,8561695503,720912,2225,173509,2.60308E+12,8.17,889889,155.47,6471216.312,1335.5,63.01,1.2367,42910,78202,983571.5766
8/2/18,8025.02,1223869.519,14226580684,903367,2312,216178,2.60308E+12,7.72,899268,136.43,6191292.355,1333.35,67.93,1.2367,56614,99959,1875167.98
9/2/18,8407.63,1950870.842,13103331796,999121,2125,243950,2.87467E+12,8.49,961193,130.89,8773855.787,1316.65,67.93,1.2377,57917,109734,1825948.039
10/2/18,8690,1178469.206,9189419517,814508,1763,213578,2.87467E+12,10.26,945613,142.52,5738198.148,1310.6,73.94,1.2264,42782,95072,1181057.61
11/2/18,8323.33,1164701.205,9658685181,746349,1638,173158,2.87467E+12,10.97,944797,144.31,6023192.96,1315.13,68.96,1.2247,40473,101569,1203571.478
12/2/18,8548.84,806983.6832,9482504982,775358,1688,177725,2.87467E+12,10.72,957368,155.06,4657584.109,1317.47,68.96,1.2252,40043,89542,1127845.181
13/2/18,8734.73,895392.4345,13350518919,741906,1788,181640,2.87467E+12,10.07,947548,159.39,3615835.372,1317.47,75.23,1.2252,33655,77570,1536308.276
14/2/18,9053.25,735545.728,11499882346,818420,1888,147057,2.87467E+12,9.5,946878,150.68,3289885.851,1316.25,63.14,1.2292,33358,75335,1381644.407
15/2/18,9821.28,731846.6374,14488726841,914744,2075,186752,2.87467E+12,8.73,941809,156.28,3427885.948,1319.97,63.14,1.2292,42788,83783,1694817.875
16/2/18,10129.63,652191.8676,11372169117,852830,2050,182820,2.87467E+12,8.53,946300,159.3,3034952.919,1326.49,59.19,1.2352,37817,73084,1301948.557
17/2/18,10652.28,873699.4896,14078026740,937586,2238,196238,2.87467E+12,8.28,940585,187.69,12698279.25,1334.79,60.582,1.2451,34123,72888,1555024.631
18/2/18,10837.75,922745.3334,13941868310,788520,1638,198052,2.87467E+12,10.98,945717,221.71,9414505.363,1354.76,61.272,1.2506,36704,74208,1419557.157
19/2/18,10891.22,720278.9978,11073049511,773228,1963,187581,2.87467E+12,9.11,897025,226.01,5752356.02,1351.61,61.602,1.2406,31048,74964,1093134.647
20/2/18,11456.45,813054.1428,15769273471,770450,1863,173640,2.87467E+12,9.69,912881,229.5,3762095.965,1351.61,61.602,1.2406,28385,69716,1480366.032
21/2/18,10990.05,806810.4291,17633459446,730175,2025,159333,2.87467E+12,8.83,917159,223.34,4527267.843,1345.5,61.602,1.2407,26705,62968,1627040.617
22/2/18,10410.9,702592.5338,19487329358,849889,2025,187205,2.87467E+12,8.99,937598,220.2,3485908.229,1348.67,61.812,1.2407,26856,69225,1789269.646
23/2/18,10115.01,866458.6576,14626035231,714645,1763,198314,3.00738E+12,10.14,917243,233.09,7463512.017,1336.49,61.812,1.2337,38980,75215,1276663.821
24/2/18,10061.24,855804.9916,14363324330,705387,2113,205032,3.00738E+12,8.56,905638,222.16,5382697.299,1327.97,61.68,1.2284,24746,69562,1306938.943
25/2/18,9697.86,772275.1993,15415306490,713590,1863,183086,3.00738E+12,9.61,841015,205.68,4737354.181,1327.44,62.77,1.233,23720,66124,1480689.133
26/2/18,10003.22,765150.0129,10131223049,739570,1850,185045,3.00738E+12,9.75,921333,200.92,5304001.593,1329.78,63.55,1.2297,20187,62576,1001602.87
27/2/18,10561.02,687582.2447,7424517833,704058,1813,154389,3.00738E+12,10,966018,209.56,4472761.977,1329.78,63.55,1.2297,18489,56616,737932.6835
28/2/18,10642,588474.1483,5820744371,528654,2138,144698,3.00738E+12,8.39,660636,214.13,4803577.341,1328.95,63.91,1.229,23615,63393,600209.1566
1/3/18,10685.25,728534.4359,8383188762,669623,1763,186333,3.00738E+12,10.16,908995,224.06,5788985.379,1332.4,63.91,1.232,24751,66533,838049.0244
2/3/18,11025.72,659612.4086,9977574821,713403,2000,219464,3.00738E+12,9.07,916735,219.59,3900241.432,1323.08,63.01,1.2232,27708,64827,944754.8457
3/3/18,11280.55,651775.0378,14649209390,806237,1937,189068,3.00738E+12,9.28,920774,211.6,3597929.981,1319.08,61.64,1.22,23812,68823,1376546.644
4/3/18,11414.68,684801.9227,14085209390,819981,2063,233579,3.00738E+12,8.74,915327,207.28,3273552.76,1315.06,61.63,1.2274,19703,61852,1318191.843
5/3/18,11563.42,691164.8473,10714037572,749023,1950,194917,3.00738E+12,9.2,748270,210.03,2985963.986,1319.98,61.63,1.232,28651,61317,971731.3311
6/3/18,11118.6,593106.7404,8949463976,930026,2250,176844,3.00738E+12,7.97,897183,212.94,3202150.765,1319.98,63.51,1.232,17645,61317,793353.5134
7/3/18,10347.77,533010.9788,7011661541,802172,1850,160083,3.00738E+12,9.8,907332,210.88,2725128.073,1323.5,63.51,1.232,17668,61317,614267.0264
8/3/18,9707.43,559396.7792,10391639574,850566,1863,201289,3.29061E+12,9.67,902495,212.54,2798668.448,1322.41,68.43,1.234,18631,61317,898664.891
9/3/18,9182.9,614481.1383,10360862616,836894,1950,205860,3.29061E+12,9.2,921074,202.7,3261361.697,1329.6,68.43,1.2419,31665,61317,931849.5688
10/3/18,9144.09,850222.8032,9690672346,917555,1963,213821,3.29061E+12,9.15,907718,189.4,3991156.241,1331.7,74.14,1.2416,25862,61317,936498.622
11/3/18,9187.6,740266.9897,9882608501,915698,2025,196260,3.29061E+12,8.9,911830,181.63,3372289.776,1324.01,68.49,1.2311,18247,61317,1018045.817
12/3/18,9425.5,947869.46,10762910238,881628,1825,198034,3.29061E+12,9.81,903895,178.5,5284952.202,1320.78,70.25,1.2311,18272,61317,1172060.051
