,Date,Weighted_bitcoin_price,Volume,Num_bitcoin_address,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA,WSJ daily sentiment
690,2017/5/26,2292.27,1763480064,715227,333187,596000000000.0,9.22,958775,26.99,1261.6,49.8,1.1183,61597,49914,2381.62,2158.92,2002.67,0.3
691,2017/5/27,2087.79,1700480000,740964,331746,596000000000.0,8.75,991461,23.17,1261.6,49.8,1.1183,41682,39077,2276.71,2184.82,2023.18,0.3
692,2017/5/28,2132.82,1147139968,722868,307978,596000000000.0,8.71,977982,24.1,1267.05,49.99,1.1164,32640,33992,2170.96,2205.69,2048.84,0.3
693,2017/5/29,2207.32,994625024,287271,321487,596000000000.0,9.55,977901,24.62,1269.03,49.99,1.1164,35534,41046,2142.64,2225.15,2075.69,0.3
694,2017/5/30,2214.34,1443970048,739891,347782,596000000000.0,8.04,980603,24.9,1266.66,49.66,1.1186,35423,41624,2184.83,2241.61,2105.51,0.3
695,2017/5/31,2232.56,1544829952,723331,321470,596000000000.0,8.76,976696,24.58,1268.4,48.32,1.1244,34254,47749,2218.07,2252.5,2138.54,0.3
696,2017/6/1,2358.23,1653180032,719043,319539,596000000000.0,8.45,977747,27.26,1266.72,53.99,1.1213,31694,39409,2268.38,2264.21,2177.56,0.3
697,2017/6/2,2438.61,1317030016,666124,271393,596000000000.0,9.76,981989,28.87,1271.39,53.01,1.1279,28056,35997,2343.13,2268.22,2216.48,0.86
698,2017/6/3,2503.64,1514950016,802291,305128,596000000000.0,7.56,981052,28.12,1271.39,53.2,1.1279,25776,30857,2433.49,2274.18,2253.73,0.86
699,2017/6/4,2524.51,1355120000,631077,265883,679000000000.0,8.98,982359,27.62,1280.38,51.7,1.1254,23455,38571,2488.92,2299.98,2286.55,0.86
700,2017/6/5,2599.06,1369309952,641367,289766,679000000000.0,8.77,964430,29.5,1280.38,51.7,1.1254,28797,38632,2542.4,2356.79,2322.08,0.0
701,2017/6/6,2811.2,2089609984,707787,297265,679000000000.0,9.55,990044,30.5,1289.42,48.19,1.1277,35757,51736,2644.92,2432.16,2367.18,-0.55
702,2017/6/7,2792.87,1517709952,772650,339555,679000000000.0,8.77,992123,29.5,1289.79,45.52,1.1257,33834,43821,2734.38,2497.22,2403.19,-0.55
703,2017/6/8,2753.09,1281170048,714351,307212,679000000000.0,8.67,969814,29.2,1281.55,45.52,1.1214,27396,37910,2785.72,2557.09,2426.56,-0.55
704,2017/6/9,2832.14,1348950016,637712,282033,679000000000.0,9.6,973540,30.02,1273.14,49.16,1.1195,26320,38824,2792.7,2623.71,2452.03,-0.55
705,2017/6/10,2868.35,2018889984,621836,254852,679000000000.0,10.16,966455,30.09,1273.14,49.29,1.1195,23523,34849,2817.86,2680.39,2490.44,-0.55
706,2017/6/11,2934.41,1752400000,552018,222746,679000000000.0,9.84,945475,31.86,1266.4,57.35,1.1203,27303,36404,2878.3,2735.47,2546.88,-0.55
707,2017/6/12,2782.17,2569530112,623992,268951,679000000000.0,9.73,967595,30.94,1265.82,55.96,1.1203,35940,42206,2861.64,2766.42,2590.17,-0.55
708,2017/6/13,2709.34,1781200000,667607,291635,679000000000.0,10.3,977148,30.02,1265.07,46.46,1.1211,32860,43501,2808.64,2786.96,2623.63,-0.55
709,2017/6/14,2605.76,1696560000,630203,287504,679000000000.0,10.3,969356,30.58,1271.77,44.73,1.1218,28795,41045,2699.09,2787.7,2649.73,-0.55
710,2017/6/15,2427.96,2026259968,701947,290753,679000000000.0,9.46,994384,29.53,1258.18,44.46,1.1145,29145,45335,2581.02,2745.12,2662.76,-0.55
711,2017/6/16,2478.3,1195190016,649512,269789,679000000000.0,9.67,983088,32.81,1254.38,44.74,1.1198,28247,41470,2504.01,2710.17,2670.76,-0.55
712,2017/6/17,2585.01,1534509952,590552,236409,712000000000.0,9.84,985705,42.33,1254.38,44.74,1.1198,23079,35393,2497.09,2691.49,2680.52,-0.55
713,2017/6/18,2595.52,1178659968,543702,209214,712000000000.0,10.08,936637,45.84,1248.95,44.2,1.1149,22615,33617,2552.94,2665.2,2686.65,-0.55
714,2017/6/19,2587.63,1446840064,613924,269623,712000000000.0,9.52,986316,48.76,1248.95,44.2,1.1149,25447,38427,2589.39,2634.01,2690.85,-0.55
715,2017/6/20,2666.58,1854189952,649241,267926,712000000000.0,10.39,965675,48.71,1243.14,43.23,1.1134,28562,41414,2616.58,2604.25,2695.36,-0.68
716,2017/6/21,2707.74,1626579968,616138,280063,712000000000.0,10.34,983058,47.26,1244.94,42.53,1.1168,32491,40215,2653.98,2595.98,2688.46,-0.68
717,2017/6/22,2690.64,1097939968,609732,269546,712000000000.0,10.37,992578,47.54,1253.18,42.74,1.1152,30385,37617,2688.32,2593.9,2681.64,-0.68
718,2017/6/23,2730.95,961318976,608551,259778,712000000000.0,8.79,948880,47.7,1254.26,43.01,1.1194,25673,42760,2709.78,2607.81,2680.17,-0.4
719,2017/6/24,2672.09,982750016,562893,226981,712000000000.0,10.08,949839,45.8,1254.26,43.01,1.1194,24171,42760,2697.89,2634.94,2669.5,-0.4
720,2017/6/25,2607.76,1161100032,455780,180597,712000000000.0,11.82,927725,44.42,1249.48,43.38,1.1182,22222,42760,2670.27,2649.32,2652.12,-0.4
721,2017/6/26,2515.14,1663280000,587642,261764,712000000000.0,10.1,987224,41.77,1249.48,43.38,1.1182,25687,42760,2598.33,2641.56,2624.17,-0.4
722,2017/6/27,2479.08,1489789952,585419,259606,712000000000.0,11.01,989949,39.82,1246.0,44.24,1.1339,35577,42760,2533.99,2628.62,2603.97,-0.4
723,2017/6/28,2554.05,1183869952,632364,279654,712000000000.0,9.15,972587,41.62,1249.58,44.74,1.1378,45873,42760,2516.09,2624.89,2593.61,-0.4
724,2017/6/29,2551.55,949979008,519741,230934,712000000000.0,12.07,966837,41.77,1247.1,44.93,1.1441,34271,42760,2528.23,2612.11,2590.0,0.32
725,2017/6/30,2514.44,860273024,608065,267206,712000000000.0,9.34,956314,40.83,1244.02,46.04,1.1426,26499,42760,2540.01,2590.63,2595.77,0.32
726,2017/7/1,2465.41,779913984,553869,221692,712000000000.0,8.73,882733,39.61,1241.6,46.04,1.1426,23015,42760,2510.47,2565.61,2594.91,0.34
727,2017/7/2,2463.0,803747008,522589,196351,712000000000.0,7.66,779583,40.4,1245.7,52.17,1.1364,24879,42760,2480.95,2535.84,2586.77,0.36
728,2017/7/3,2534.52,964112000,569565,253074,709000000000.0,8.51,815770,44.32,1230.25,53.14,1.1364,25546,41059,2487.64,2520.55,2582.71,0.36
729,2017/7/4,2588.4,985516032,599532,255330,709000000000.0,9.31,897030,50.97,1222.14,52.24,1.1346,25454,41059,2528.64,2518.4,2582.76,0.36
730,2017/7/5,2591.52,941566016,542986,236859,709000000000.0,9.75,909540,53.77,1224.49,52.24,1.1352,26835,41059,2571.48,2526.89,2577.75,0.36
731,2017/7/6,2603.77,761956992,535621,224964,709000000000.0,10.11,956305,51.91,1226.01,45.72,1.1423,27578,41059,2594.56,2540.74,2570.82,0.36
732,2017/7/7,2635.56,917411968,659401,243466,709000000000.0,9.52,937060,48.61,1216.6,44.23,1.1401,24291,41059,2610.28,2549.8,2567.15,0.6
733,2017/7/8,2538.82,733329984,540203,220670,709000000000.0,8.91,858895,49.05,1216.6,49.39,1.1401,21337,41059,2592.72,2548.38,2554.34,0.6
734,2017/7/9,2561.03,527856000,456471,187986,709000000000.0,10.49,749617,51.2,1207.25,49.09,1.1399,22075,41059,2578.47,2553.56,2546.94,0.67
735,2017/7/10,2439.02,1111200000,653136,251525,709000000000.0,7.3,746658,47.94,1206.35,49.09,1.1399,26029,41059,2512.96,2550.63,2535.69,0.67
736,2017/7/11,2358.49,1329760000,686794,265586,709000000000.0,8.23,890108,45.66,1214.63,57.2,1.1467,27965,41059,2452.85,2539.01,2525.24,0.67
737,2017/7/12,2357.62,1117410048,629432,256961,709000000000.0,8.19,881564,46.79,1218.92,56.69,1.1412,27322,41059,2385.04,2519.36,2517.15,-0.72
738,2017/7/13,2381.66,835769984,577485,245738,709000000000.0,9.19,855335,47.37,1209.45,46.08,1.1398,28320,37788,2365.92,2496.39,2505.65,-0.72
739,2017/7/14,2285.1,882502976,554616,227764,805000000000.0,10.4,900209,44.11,1233.82,46.54,1.147,24585,36999,2341.46,2462.34,2487.89,-0.72
740,2017/7/15,2112.63,993608000,563899,221724,805000000000.0,11.23,974987,40.58,1233.82,46.54,1.147,20377,35882,2259.8,2407.77,2461.1,-0.72
741,2017/7/16,1955.9,1182870016,526161,203002,805000000000.0,8.86,840270,39.54,1242.82,46.02,1.1478,20854,35044,2117.88,2332.25,2427.14,0.0
742,2017/7/17,2081.04,1201760000,588715,230167,805000000000.0,9.77,945288,41.78,1233.46,46.02,1.1478,24527,42841,2049.86,2281.39,2401.67,0.0
743,2017/7/18,2276.2,1512450048,668897,260410,805000000000.0,8.77,959428,43.43,1241.68,46.4,1.1554,29243,38869,2104.38,2249.74,2384.45,0.0
744,2017/7/19,2313.48,1245100032,628744,253619,805000000000.0,9.6,939300,42.55,1241.01,47.12,1.1515,31101,40774,2223.57,2235.79,2366.12,0.0
745,2017/7/20,2564.52,2249260032,569655,230037,805000000000.0,8.93,929456,43.1,1243.06,46.79,1.1631,32662,42878,2384.73,2258.68,2364.32,0.0
746,2017/7/21,2741.61,1489449984,617962,268289,805000000000.0,9.33,976517,45.7,1249.72,45.77,1.1663,26503,41888,2539.87,2301.35,2373.51,0.0
747,2017/7/22,2749.72,1177129984,560329,223198,805000000000.0,9.02,925754,46.14,1249.72,45.77,1.1663,23406,36424,2685.28,2342.24,2381.12,0.0
748,2017/7/23,2756.16,1072840000,452365,180859,805000000000.0,8.31,683352,45.07,1258.24,46.34,1.1642,28733,36108,2749.16,2394.58,2395.61,0.0
749,2017/7/24,2741.0,866473984,598606,239894,805000000000.0,8.12,894424,44.17,1258.24,46.34,1.1642,28648,44080,2748.96,2464.4,2407.61,0.96
750,2017/7/25,2645.76,1460089984,573931,243888,805000000000.0,9.7,934254,43.14,1252.65,47.89,1.1647,26829,44885,2714.31,2541.05,2421.39,0.96
751,2017/7/26,2542.19,937404032,556061,237706,805000000000.0,9.84,967339,41.96,1254.58,48.75,1.1734,27343,47880,2642.98,2592.29,2433.64,0.96
752,2017/7/27,2608.29,789104000,578589,225215,860000000000.0,9.29,923607,42.12,1259.86,49.04,1.1677,27907,49367,2598.75,2629.19,2450.35,0.96
753,2017/7/28,2766.48,1380099968,581605,247057,860000000000.0,9.69,916863,40.31,1264.26,49.71,1.1751,24242,46138,2638.99,2679.53,2476.01,0.42
754,2017/7/29,2758.76,803745984,566344,210977,860000000000.0,9.15,872203,40.44,1264.26,49.71,1.1751,21545,35823,2711.18,2701.11,2507.58,0.42
755,2017/7/30,2721.24,705942976,466432,183998,860000000000.0,9.75,810337,40.87,1269.24,50.17,1.1842,35070,37073,2748.83,2698.84,2548.16,0.42
756,2017/7/31,2812.2,860574976,604541,230867,860000000000.0,9.99,926722,41.59,1269.24,50.17,1.1842,24947,45510,2764.07,2705.79,2605.24,-0.6
757,2017/8/1,2799.13,1324669952,409797,131726,860000000000.0,9.56,725292,42.73,1269.38,50.17,1.1802,53066,52376,2777.52,2710.56,2653.12,0.25
758,2017/8/2,2717.23,1094950016,514331,209169,860000000000.0,9.57,878083,42.62,1267.97,52.34,1.1856,77020,50050,2776.19,2707.92,2682.52,0.49
759,2017/8/3,2753.18,804796992,476033,212879,860000000000.0,10.38,868855,42.59,1266.41,50.28,1.187,31439,47758,2756.51,2719.86,2711.83,0.49
760,2017/8/4,2836.47,1002120000,597535,235613,860000000000.0,7.95,924148,43.22,1263.06,50.28,1.1773,24554,47503,2768.96,2752.55,2729.96,0.08
761,2017/8/5,3078.84,1945699968,584199,239594,860000000000.0,8.24,881232,45.19,1263.06,46.43,1.1773,26393,48992,2889.5,2804.84,2752.44,0.08
762,2017/8/6,3230.11,1105030016,460436,199487,860000000000.0,10.22,786434,46.09,1258.6,45.64,1.1795,26523,36187,3048.47,2856.35,2784.47,0.08
763,2017/8/7,3292.57,1482279936,600914,248849,860000000000.0,9.28,943698,45.64,1257.82,45.64,1.1795,34664,46630,3200.51,2915.66,2820.23,0.08
764,2017/8/8,3405.21,1752760064,707948,275410,860000000000.0,9.01,979248,47.42,1258.96,49.17,1.1752,41798,53994,3309.3,2991.66,2864.51,0.08
765,2017/8/9,3358.32,1468960000,611098,260817,923000000000.0,10.44,954166,48.5,1269.54,47.48,1.1759,37017,48611,3352.03,3052.34,2912.01,0.08
766,2017/8/10,3374.01,1515110016,621626,257831,923000000000.0,10.72,981282,47.39,1281.29,47.48,1.1772,34824,45181,3379.18,3116.22,2967.47,0.7
767,2017/8/11,3519.07,2021190016,643660,283857,923000000000.0,10.01,967171,46.81,1287.2,56.81,1.1821,32144,49242,3417.13,3205.31,3028.19,0.7
768,2017/8/12,3774.74,2219589888,578782,260386,923000000000.0,10.66,979915,46.85,1287.2,57.36,1.1821,29789,44387,3555.94,3318.82,3095.41,0.7
769,2017/8/13,4004.87,3159089920,600939,263162,923000000000.0,9.71,983320,46.19,1284.86,57.36,1.178,38392,47827,3766.23,3448.64,3178.48,0.0
770,2017/8/14,4176.38,2463089920,572827,255232,923000000000.0,11.1,955263,45.89,1284.86,47.59,1.178,52910,57531,3985.33,3570.59,3275.49,0.0
771,2017/8/15,4217.77,3258050048,732653,310850,923000000000.0,9.49,975070,44.31,1275.82,47.55,1.1735,48514,65447,4133.01,3680.33,3369.19,0.0
772,2017/8/16,4238.16,2272039936,570693,274736,923000000000.0,11.04,966728,43.79,1276.67,46.78,1.1767,41717,53779,4210.77,3785.39,3465.13,0.0
773,2017/8/17,4361.13,2553359872,753763,347140,923000000000.0,8.05,978682,44.18,1286.01,47.09,1.1723,38805,71870,4272.35,3891.61,3574.72,0.0
774,2017/8/18,4217.62,2941710080,605239,312101,923000000000.0,9.67,959987,45.66,1291.72,48.51,1.1761,38499,61067,4272.3,3987.08,3672.35,0.0
775,2017/8/19,4136.32,2975820032,621226,266681,923000000000.0,9.55,966455,45.85,1291.72,48.51,1.1761,35335,51709,4238.36,4071.78,3759.01,0.0
776,2017/8/20,4135.79,2109769984,498210,210722,923000000000.0,10.87,961449,45.98,1287.23,47.37,1.1815,36346,58268,4163.24,4140.31,3829.47,0.0
777,2017/8/21,4047.49,2800890112,503262,236657,923000000000.0,12.64,976487,47.12,1287.23,47.37,1.1815,37991,53402,4106.53,4170.61,3883.96,0.0
778,2017/8/22,3975.55,3764239872,395885,196194,923000000000.0,16.32,998175,47.0,1287.74,47.64,1.1762,41910,59244,4052.94,4167.36,3929.5,0.0
779,2017/8/23,4143.68,2369819904,724005,315575,923000000000.0,9.04,986511,50.3,1287.41,48.41,1.1807,40176,59293,4055.57,4163.72,3978.73,0.0
780,2017/8/24,4244.73,2037750016,492102,203704,923000000000.0,14.23,938315,51.62,1288.6,47.43,1.1799,37747,63067,4121.32,4166.72,4037.82,0.0
781,2017/8/25,4366.87,1727970048,513654,208068,888000000000.0,13.95,928083,50.83,1287.87,47.87,1.1924,35538,58723,4251.76,4181.02,4104.01,0.38
782,2017/8/26,4343.31,1511609984,511783,226380,888000000000.0,13.99,997789,51.41,1287.87,47.87,1.1924,31638,50258,4318.3,4179.04,4158.96,0.38
783,2017/8/27,4365.46,1537459968,653089,261736,888000000000.0,9.32,989424,57.26,1302.34,46.57,1.1979,29011,47358,4358.55,4195.47,4198.34,0.59
784,2017/8/28,4348.92,1959330048,569988,223642,888000000000.0,10.96,980057,62.13,1302.34,46.57,1.1979,32545,53173,4352.56,4219.09,4221.28,0.59
785,2017/8/29,4486.51,2486080000,645223,280967,888000000000.0,9.87,996302,62.53,1309.77,46.44,1.1972,35649,60452,4400.3,4258.06,4241.95,0.15
786,2017/8/30,4558.4,1937849984,696257,271298,888000000000.0,8.45,981010,63.11,1307.65,45.96,1.1884,37497,57072,4464.61,4314.83,4264.66,0.15
787,2017/8/31,4636.11,1944930048,663732,280561,888000000000.0,8.87,978515,67.89,1313.6,47.23,1.1909999999999998,40717,58244,4560.34,4388.22,4291.19,-0.89
788,2017/9/1,4791.08,2599079936,657004,283496,888000000000.0,8.34,968934,78.58,1322.94,51.96,1.186,37745,67953,4661.86,4460.15,4319.86,-0.89
789,2017/9/2,4731.12,2722139904,620539,236647,888000000000.0,8.69,805765,82.29,1322.94,53.0,1.186,34203,53177,4719.44,4514.2,4354.09,-0.89
790,2017/9/3,4574.98,1933190016,503533,195135,888000000000.0,9.38,761110,78.06,1324.85,49.28,1.1896,33920,49077,4699.06,4537.32,4383.33,-0.89
791,2017/9/4,4381.99,2987330048,657343,269105,888000000000.0,8.3,923106,69.98,1334.81,49.28,1.1896,40423,77422,4562.7,4541.62,4399.75,-0.06
792,2017/9/5,4257.69,2697969920,669751,277751,888000000000.0,7.28,759022,67.01,1337.34,45.88,1.1914,40049,61290,4404.89,4529.64,4413.76,-0.06
793,2017/9/6,4491.89,2172100096,701223,276063,923000000000.0,8.9,897746,76.01,1336.76,45.83,1.1917,39593,57051,4377.19,4545.53,4448.18,-0.06
794,2017/9/7,4583.85,1844620032,652038,256198,923000000000.0,8.16,803167,78.75,1340.64,45.83,1.2023,39771,51603,4444.48,4556.35,4477.53,-0.06
795,2017/9/8,4392.52,2700890112,700931,279313,923000000000.0,8.24,905585,72.55,1349.07,49.56,1.2036,32450,57797,4489.42,4537.91,4487.38,-0.06
796,2017/9/9,4219.7,1386230016,534259,217721,923000000000.0,8.55,720328,66.69,1349.07,49.56,1.2036,29221,54796,4398.69,4491.65,4477.57,-0.06
797,2017/9/10,4137.19,1679090048,486607,193102,923000000000.0,10.41,775694,62.6,1346.7,49.58,1.1953,29004,52629,4249.8,4418.99,4463.83,-0.06
798,2017/9/11,4161.2,1557330048,627296,253318,923000000000.0,8.29,817828,64.07,1333.15,57.17,1.1953,31487,61659,4172.7,4355.67,4450.21,0.25
799,2017/9/12,4182.39,1864530048,633035,256042,923000000000.0,7.63,698838,66.14,1328.78,57.17,1.1967,36669,64321,4160.26,4312.05,4439.11,0.25
800,2017/9/13,3984.12,2219409920,627711,263130,923000000000.0,7.61,701072,62.4,1328.11,49.3,1.1885,51285,73211,4109.24,4267.84,4405.62,0.25
801,2017/9/14,3526.2,2716310016,604275,267894,923000000000.0,8.18,784510,51.72,1324.9,49.89,1.1919,46945,81128,3897.57,4186.56,4336.8,-0.36
802,2017/9/15,3370.97,4148069888,710163,291899,923000000000.0,8.08,827894,43.14,1326.19,49.89,1.1945,45844,78373,3627.1,4062.02,4252.46,-0.36
803,2017/9/16,3639.86,1818400000,576734,228088,923000000000.0,8.51,687695,48.92,1326.19,49.89,1.1945,35393,64396,3512.34,3957.13,4175.71,-0.36
804,2017/9/17,3574.9,1239149952,473746,197507,923000000000.0,8.19,569085,47.93,1319.63,49.91,1.1954,33829,52831,3528.58,3866.28,4098.63,-0.36
805,2017/9/18,3831.65,1943209984,557095,218077,1100000000000.0,11.22,892532,52.05,1312.71,49.91,1.1954,39631,73426,3682.14,3823.16,4049.07,0.53
806,2017/9/19,3990.42,1563980032,246700,282761,1100000000000.0,9.28,930014,53.86,1311.14,49.48,1.1994,38494,71751,3798.99,3806.86,4022.97,0.65
807,2017/9/20,3927.86,1213830016,531769,235606,1100000000000.0,12.18,922533,52.39,1306.5,50.41,1.1892,34188,59979,3916.64,3780.93,4000.98,0.2
808,2017/9/21,3765.64,1411480064,612206,255081,1100000000000.0,8.31,747889,49.06,1293.18,50.55,1.1941,31065,61443,3894.64,3734.62,3952.56,-0.67
809,2017/9/22,3642.63,1194829952,545336,227476,1100000000000.0,10.38,780192,47.26,1294.89,50.66,1.1951,28590,63652,3778.71,3696.68,3889.82,0.09
810,2017/9/23,3709.03,928113984,477105,203695,1100000000000.0,8.68,602921,48.48,1294.89,50.66,1.1951,22355,56876,3705.77,3717.0,3844.25,0.09
811,2017/9/24,3735.51,768014976,461817,185132,1100000000000.0,9.87,636486,48.42,1297.38,52.22,1.1848,23710,55081,3695.72,3757.5,3811.97,0.09
812,2017/9/25,3809.87,1374210048,565137,226478,1100000000000.0,11.49,888327,49.8,1302.4,52.22,1.1848,26521,72699,3751.47,3776.39,3790.15,0.09
813,2017/9/26,3915.14,1043740032,627044,263510,1100000000000.0,10.51,929642,52.0,1302.74,51.88,1.1793,26945,61973,3820.17,3814.19,3773.75,0.09
814,2017/9/27,4047.12,1686880000,577233,257814,1100000000000.0,9.71,817589,54.0,1288.6,52.14,1.1745,27887,65959,3924.04,3838.14,3764.73,0.09
815,2017/9/28,4190.22,1712320000,661471,275799,1100000000000.0,8.16,815689,55.1,1285.29,51.56,1.1786,26235,70657,4050.83,3860.34,3778.47,0.09
816,2017/9/29,4147.15,1367049984,664321,254269,1100000000000.0,8.44,794582,52.83,1282.94,51.67,1.1814,25139,76874,4128.16,3884.7,3819.86,0.25
817,2017/9/30,4256.03,1207449984,524353,212540,1100000000000.0,10.49,752659,53.9,1282.94,51.67,1.1814,21560,56280,4197.8,3939.19,3878.87,0.0
818,2017/10/1,4354.58,1208210048,526734,203523,1100000000000.0,11.11,878514,54.62,1278.5,50.82,1.1733,23638,58917,4252.59,4018.29,3926.52,0.0
819,2017/10/2,4413.2,1431730048,717195,294852,1120000000000.0,9.65,955191,53.99,1274.52,53.86,1.1733,26007,66945,4341.27,4096.54,3982.4,0.28
820,2017/10/3,4354.32,1288019968,674378,281949,1120000000000.0,7.83,840334,52.73,1270.05,48.49,1.1744,26996,70772,4374.03,4165.29,4017.25,0.28
821,2017/10/4,4277.86,1116770048,517066,232692,1120000000000.0,10.84,792090,51.89,1274.98,53.08,1.1759,29069,76296,4348.46,4217.29,4036.41,0.0
822,2017/10/5,4271.24,1161769984,553810,273118,1120000000000.0,11.45,966756,51.34,1271.75,47.33,1.1711,26853,61290,4301.14,4256.86,4059.3,0.0
823,2017/10/6,4357.27,1069939968,698593,283540,1120000000000.0,9.07,872108,51.97,1270.68,47.33,1.173,24784,68406,4302.12,4291.32,4098.74,0.0
824,2017/10/7,4390.29,906928000,573488,231068,1120000000000.0,9.15,796951,52.28,1270.68,44.4,1.173,22487,76111,4339.6,4313.55,4148.59,0.0
825,2017/10/8,4517.48,1313869952,557288,238203,1120000000000.0,7.79,722102,53.1,1276.53,48.59,1.1740000000000002,23976,63113,4421.68,4354.7,4202.49,-0.38
826,2017/10/9,4707.38,1968739968,647180,296785,1120000000000.0,9.08,865000,51.28,1281.24,48.59,1.1740000000000002,28288,73002,4538.38,4404.85,4267.28,-0.38
827,2017/10/10,4811.37,1597139968,689686,302941,1120000000000.0,8.89,903051,50.6,1287.08,50.92,1.1808,29241,79373,4678.74,4455.6,4334.04,-0.38
828,2017/10/11,4810.27,1222279936,663108,292320,1120000000000.0,10.34,951934,50.78,1292.67,56.74,1.1859,31418,68320,4776.34,4499.72,4393.72,0.2
829,2017/10/12,5136.35,2791610112,678030,293011,1120000000000.0,9.54,913589,55.5,1294.05,56.74,1.183,45338,106779,4919.33,4586.61,4466.33,0.81
830,2017/10/13,5597.13,3615480064,685777,309683,1120000000000.0,10.56,951668,59.2,1298.8,51.45,1.182,53804,99372,5181.25,4733.2,4560.13,0.81
831,2017/10/14,5726.16,1669030016,719689,292999,1120000000000.0,10.22,948577,62.04,1298.8,51.45,1.182,40825,83670,5486.55,4894.86,4665.4,0.81
832,2017/10/15,5711.31,1976039936,736669,283278,1200000000000.0,7.38,831307,65.56,1304.63,51.87,1.1796,37131,93320,5678.2,5045.3,4762.41,0.81
833,2017/10/16,5683.4,2008070016,722882,314551,1200000000000.0,8.27,842648,64.84,1298.68,51.87,1.1796,41339,77238,5706.96,5188.98,4851.0,0.81
834,2017/10/17,5655.04,1821570048,744315,334274,1200000000000.0,8.78,900580,61.92,1289.47,51.88,1.1766,37203,80151,5683.25,5315.38,4933.79,0.81
835,2017/10/18,5487.44,2399269888,706896,329428,1200000000000.0,9.31,921476,58.96,1283.07,52.04,1.1787,34385,71392,5608.63,5402.05,5009.33,0.81
836,2017/10/19,5641.92,1780540032,780977,356807,1200000000000.0,8.3,905913,60.14,1285.91,51.29,1.1852,34379,85571,5594.8,5494.34,5100.27,-0.15
837,2017/10/20,5851.72,2354429952,743148,312230,1200000000000.0,8.01,900102,60.14,1284.98,51.47,1.1784,39782,94627,5660.36,5610.05,5205.64,-0.15
838,2017/10/21,6047.08,2207099904,703327,312104,1200000000000.0,9.45,931460,58.96,1284.98,51.47,1.1784,44661,66998,5846.91,5711.24,5318.29,0.27
839,2017/10/22,5978.42,2034630016,795453,288949,1200000000000.0,7.88,930611,57.54,1280.73,51.9,1.1749,40331,74513,5959.07,5753.61,5424.16,0.27
840,2017/10/23,5936.1,2401840128,753657,315925,1200000000000.0,8.41,903732,55.33,1279.06,51.9,1.1749,46345,86442,5987.2,5776.94,5518.74,0.27
841,2017/10/24,5725.46,2735699968,827482,338707,1200000000000.0,8.66,969916,55.83,1278.02,52.47,1.1761,43756,74472,5879.99,5778.51,5586.61,0.27
842,2017/10/25,5606.9,1966989952,803636,317062,1200000000000.0,7.79,913114,55.78,1278.38,52.18,1.1813,40927,72426,5756.15,5770.01,5639.65,0.14
843,2017/10/26,5837.7,1905040000,675483,285767,1450000000000.0,7.95,685359,56.16,1273.32,52.64,1.1651,39086,67679,5723.35,5790.3,5708.14,0.14
844,2017/10/27,5849.46,1710130048,593315,226990,1450000000000.0,13.92,964755,55.6,1270.61,53.9,1.1608,36708,69197,5764.69,5830.53,5755.68,0.42
845,2017/10/28,5776.7,1403920000,593315,227234,1450000000000.0,16.93,940830,55.19,1270.61,53.9,1.1608,31082,59449,5821.29,5845.5,5767.65,0.42
846,2017/10/29,5972.14,2859040000,593315,335635,1450000000000.0,9.29,957249,56.0,1273.39,54.15,1.1651,33836,64396,5866.1,5858.88,5784.05,0.42
847,2017/10/30,6125.3,1772150016,593315,312620,1450000000000.0,9.8,967438,57.0,1274.42,54.15,1.1651,42538,73018,5958.05,5867.58,5811.65,0.42
848,2017/10/31,6293.54,2311379968,593315,276961,1450000000000.0,10.51,974787,56.16,1273.38,54.38,1.1646,48178,86043,6130.33,5902.59,5852.33,0.32
849,2017/11/1,6588.37,2870320128,593315,340337,1450000000000.0,9.17,967296,54.46,1275.52,52.25,1.1619,56103,89885,6335.74,5975.06,5914.55,0.34
850,2017/11/2,6995.58,4653770240,777842,352186,1450000000000.0,9.5,952625,53.61,1277.78,52.25,1.1658,74790,92923,6625.83,6116.19,6015.09,0.67
851,2017/11/3,7189.88,3369860096,777842,274116,1450000000000.0,12.24,959973,55.33,1273.2,53.4,1.1608,64293,77953,6924.61,6292.07,6118.29,-0.82
852,2017/11/4,7267.14,2483800064,777842,293991,1450000000000.0,11.04,956613,55.64,1273.2,53.4,1.1608,49914,73373,7150.87,6450.9,6212.65,-0.82
853,2017/11/5,7440.65,2380410112,777842,251587,1450000000000.0,10.3,958976,54.97,1269.85,47.83,1.161,48027,67196,7299.22,6627.7,6305.56,0.38
854,2017/11/6,7219.76,3111899904,777842,270896,1450000000000.0,10.44,959111,55.01,1275.75,47.83,1.161,51778,72577,7309.18,6788.04,6388.31,0.38
855,2017/11/7,7110.98,2326340096,777842,335480,1450000000000.0,9.49,947532,58.77,1277.62,45.04,1.1587,51470,64461,7257.13,6914.58,6466.64,-0.3
856,2017/11/8,7372.88,4602200064,742562,301202,1450000000000.0,10.04,954052,62.14,1280.44,48.82,1.1595,54912,81551,7234.54,7053.2,6576.47,-0.78
857,2017/11/9,7284.69,3226249984,820490,341128,1450000000000.0,9.47,948798,63.83,1277.0,48.07,1.1642,54591,81241,7256.18,7163.33,6688.32,0.59
